,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:42:00,4.744186046511628,2.8372093023255816,2.4186046511627906,3.2790697674418605,-3.813953488372093,-0.9767441860465116,3.441860465116279,-4.790697674418604,4.395348837209302,-0.3488372093023256,1.0,-2.302325581395349
2020-09-23 14:43:00,4.818181818181818,2.8181818181818183,2.3636363636363638,3.3636363636363638,-3.840909090909091,-1.0454545454545454,3.522727272727273,-4.795454545454546,4.409090909090909,-0.3181818181818182,0.9772727272727273,-2.340909090909091
2020-09-23 14:44:00,4.911111111111111,2.8222222222222224,2.311111111111111,3.466666666666667,-3.8444444444444446,-1.1333333333333333,3.6222222222222222,-4.777777777777778,4.4,-0.26666666666666666,0.9777777777777777,-2.3555555555555556
2020-09-23 14:45:00,5.111111111111111,2.888888888888889,2.2888888888888888,3.6222222222222222,-3.888888888888889,-1.2666666666666666,3.7777777777777777,-4.844444444444444,4.511111111111111,-0.24444444444444444,0.9777777777777777,-2.422222222222222
2020-09-23 14:46:00,5.266666666666667,2.911111111111111,2.2888888888888888,3.7555555555555555,-3.933333333333333,-1.4444444444444444,3.911111111111111,-4.911111111111111,4.666666666666667,-0.17777777777777778,0.9555555555555556,-2.511111111111111
2020-09-23 14:47:00,5.4222222222222225,2.933333333333333,2.2666666666666666,3.8666666666666667,-3.9555555555555557,-1.6222222222222222,4.0,-4.955555555555556,4.822222222222222,-0.1111111111111111,0.8888888888888888,-2.6
2020-09-23 14:48:00,5.555555555555555,2.911111111111111,2.2444444444444445,3.977777777777778,-3.9555555555555557,-1.7555555555555555,4.066666666666666,-5.0,5.0,-0.022222222222222223,0.8444444444444444,-2.688888888888889
2020-09-23 14:49:00,5.644444444444445,2.888888888888889,2.2222222222222223,4.088888888888889,-3.977777777777778,-1.9333333333333333,4.155555555555556,-5.066666666666666,5.177777777777778,0.06666666666666667,0.8444444444444444,-2.8
2020-09-23 14:50:00,5.7555555555555555,2.888888888888889,2.2222222222222223,4.2,-4.0,-2.1333333333333333,4.2444444444444445,-5.088888888888889,5.4,0.13333333333333333,0.8666666666666667,-2.933333333333333
2020-09-23 14:51:00,5.866666666666666,2.8666666666666667,2.2222222222222223,4.333333333333333,-3.977777777777778,-2.3555555555555556,4.333333333333333,-5.066666666666666,5.622222222222222,0.2,0.8666666666666667,-3.111111111111111
2020-09-23 14:52:00,5.977777777777778,2.8222222222222224,2.2,4.466666666666667,-3.9555555555555557,-2.5555555555555554,4.4222222222222225,-5.022222222222222,5.8,0.26666666666666666,0.8888888888888888,-3.2666666666666666
2020-09-23 14:53:00,6.066666666666666,2.7555555555555555,2.1555555555555554,4.5777777777777775,-3.911111111111111,-2.7555555555555555,4.488888888888889,-5.0,5.977777777777778,0.35555555555555557,0.9111111111111111,-3.422222222222222
2020-09-23 14:54:00,6.155555555555556,2.688888888888889,2.088888888888889,4.666666666666667,-3.888888888888889,-3.0,4.555555555555555,-4.955555555555556,6.133333333333334,0.4444444444444444,0.9333333333333333,-3.5555555555555554
2020-09-23 14:55:00,6.266666666666667,2.6222222222222222,2.022222222222222,4.777777777777778,-3.888888888888889,-3.2666666666666666,4.644444444444445,-4.911111111111111,6.266666666666667,0.5111111111111111,0.9111111111111111,-3.688888888888889
2020-09-23 14:56:00,6.4,2.533333333333333,1.9333333333333333,4.888888888888889,-3.888888888888889,-3.488888888888889,4.711111111111111,-4.866666666666666,6.355555555555555,0.6,0.8888888888888888,-3.8222222222222224
2020-09-23 14:57:00,6.533333333333333,2.466666666666667,1.8444444444444446,4.955555555555556,-3.911111111111111,-3.7111111111111112,4.777777777777778,-4.822222222222222,6.4222222222222225,0.6666666666666666,0.8666666666666667,-3.933333333333333
2020-09-23 14:58:00,6.622222222222222,2.4,1.7777777777777777,5.0,-3.911111111111111,-3.888888888888889,4.844444444444444,-4.733333333333333,6.466666666666667,0.7111111111111111,0.8666666666666667,-4.066666666666666
2020-09-23 14:59:00,6.688888888888889,2.3555555555555556,1.7555555555555555,5.022222222222222,-3.8666666666666667,-4.022222222222222,4.911111111111111,-4.688888888888889,6.488888888888889,0.7777777777777778,0.8222222222222222,-4.177777777777778
2020-09-23 15:00:00,6.7555555555555555,2.2888888888888888,1.711111111111111,5.044444444444444,-3.8444444444444446,-4.133333333333334,4.955555555555556,-4.6,6.555555555555555,0.8666666666666667,0.7555555555555555,-4.288888888888889
2020-09-23 15:01:00,6.8,2.2222222222222223,1.6222222222222222,5.022222222222222,-3.8222222222222224,-4.2444444444444445,5.0,-4.555555555555555,6.6,0.9555555555555556,0.7333333333333333,-4.4222222222222225
2020-09-23 15:02:00,6.8,2.2,1.5333333333333334,4.955555555555556,-3.8222222222222224,-4.355555555555555,5.022222222222222,-4.511111111111111,6.644444444444445,1.0444444444444445,0.7111111111111111,-4.6
2020-09-23 15:03:00,6.777777777777778,2.2,1.4666666666666666,4.866666666666666,-3.7777777777777777,-4.444444444444445,5.044444444444444,-4.466666666666667,6.644444444444445,1.1333333333333333,0.7111111111111111,-4.7555555555555555
2020-09-23 15:04:00,6.8,2.2222222222222223,1.4,4.777777777777778,-3.688888888888889,-4.488888888888889,5.088888888888889,-4.4,6.622222222222222,1.2222222222222223,0.7111111111111111,-4.888888888888889
2020-09-23 15:05:00,6.822222222222222,2.2444444444444445,1.3333333333333333,4.688888888888889,-3.6,-4.511111111111111,5.133333333333334,-4.355555555555555,6.5777777777777775,1.3111111111111111,0.7333333333333333,-4.977777777777778
2020-09-23 15:06:00,6.844444444444444,2.2444444444444445,1.2444444444444445,4.6,-3.488888888888889,-4.488888888888889,5.2,-4.333333333333333,6.555555555555555,1.4,0.7555555555555555,-5.066666666666666
2020-09-23 15:07:00,6.911111111111111,2.2666666666666666,1.1555555555555554,4.488888888888889,-3.4,-4.466666666666667,5.2444444444444445,-4.311111111111111,6.511111111111111,1.511111111111111,0.7555555555555555,-5.177777777777778
2020-09-23 15:08:00,6.977777777777778,2.2888888888888888,1.0888888888888888,4.4222222222222225,-3.3333333333333335,-4.466666666666667,5.311111111111111,-4.288888888888889,6.444444444444445,1.6,0.7555555555555555,-5.266666666666667
2020-09-23 15:09:00,7.044444444444444,2.2666666666666666,0.9777777777777777,4.355555555555555,-3.2666666666666666,-4.466666666666667,5.333333333333333,-4.266666666666667,6.377777777777778,1.7333333333333334,0.7333333333333333,-5.4
2020-09-23 15:10:00,7.133333333333334,2.2444444444444445,0.8888888888888888,4.333333333333333,-3.2,-4.511111111111111,5.333333333333333,-4.2,6.288888888888889,1.9111111111111112,0.6666666666666666,-5.5777777777777775
2020-09-23 15:11:00,7.177777777777778,2.2666666666666666,0.8444444444444444,4.355555555555555,-3.111111111111111,-4.6,5.288888888888889,-4.111111111111111,6.177777777777778,2.111111111111111,0.5555555555555556,-5.711111111111111
2020-09-23 15:12:00,7.177777777777778,2.2888888888888888,0.8222222222222222,4.333333333333333,-3.0,-4.666666666666667,5.222222222222222,-4.022222222222222,6.022222222222222,2.3333333333333335,0.4,-5.844444444444444
2020-09-23 15:13:00,7.155555555555556,2.2888888888888888,0.7777777777777778,4.355555555555555,-2.911111111111111,-4.711111111111111,5.133333333333334,-3.911111111111111,5.844444444444444,2.533333333333333,0.24444444444444444,-5.977777777777778
2020-09-23 15:14:00,7.111111111111111,2.311111111111111,0.7111111111111111,4.355555555555555,-2.8222222222222224,-4.7555555555555555,5.0,-3.7777777777777777,5.666666666666667,2.7555555555555555,0.044444444444444446,-6.133333333333334
2020-09-23 15:15:00,7.044444444444444,2.3777777777777778,0.6666666666666666,4.377777777777778,-2.7555555555555555,-4.777777777777778,4.866666666666666,-3.6,5.511111111111111,2.977777777777778,-0.15555555555555556,-6.266666666666667
2020-09-23 15:16:00,6.955555555555556,2.466666666666667,0.6222222222222222,4.4,-2.7111111111111112,-4.844444444444444,4.733333333333333,-3.4444444444444446,5.333333333333333,3.1777777777777776,-0.35555555555555557,-6.377777777777778
2020-09-23 15:17:00,6.866666666666666,2.5555555555555554,0.6222222222222222,4.4,-2.6666666666666665,-4.911111111111111,4.6,-3.2888888888888888,5.155555555555556,3.4,-0.5333333333333333,-6.466666666666667
2020-09-23 15:18:00,6.8,2.688888888888889,0.6222222222222222,4.4222222222222225,-2.6222222222222222,-5.0,4.4222222222222225,-3.1555555555555554,4.955555555555556,3.6444444444444444,-0.7111111111111111,-6.6
2020-09-23 15:19:00,6.733333333333333,2.7777777777777777,0.6222222222222222,4.444444444444445,-2.5555555555555554,-5.088888888888889,4.2,-3.0444444444444443,4.777777777777778,3.8666666666666667,-0.8888888888888888,-6.688888888888889
2020-09-23 15:20:00,6.622222222222222,2.911111111111111,0.6222222222222222,4.488888888888889,-2.466666666666667,-5.155555555555556,3.9555555555555557,-2.9555555555555557,4.622222222222222,4.066666666666666,-1.0222222222222221,-6.733333333333333
2020-09-23 15:21:00,6.555555555555555,3.0444444444444443,0.6666666666666666,4.5777777777777775,-2.4,-5.222222222222222,3.7111111111111112,-2.911111111111111,4.444444444444445,4.266666666666667,-1.1777777777777778,-6.777777777777778
2020-09-23 15:22:00,6.488888888888889,3.1333333333333333,0.7111111111111111,4.666666666666667,-2.3555555555555556,-5.266666666666667,3.4444444444444446,-2.888888888888889,4.2444444444444445,4.444444444444445,-1.288888888888889,-6.844444444444444
2020-09-23 15:23:00,6.4222222222222225,3.1777777777777776,0.7333333333333333,4.7555555555555555,-2.2888888888888888,-5.288888888888889,3.2,-2.8666666666666667,4.088888888888889,4.644444444444445,-1.4444444444444444,-6.933333333333334
2020-09-23 15:24:00,6.355555555555555,3.2666666666666666,0.7111111111111111,4.822222222222222,-2.2222222222222223,-5.311111111111111,2.9555555555555557,-2.8666666666666667,3.9555555555555557,4.866666666666666,-1.6222222222222222,-7.066666666666666
2020-09-23 15:25:00,6.288888888888889,3.3555555555555556,0.6888888888888889,4.888888888888889,-2.1555555555555554,-5.355555555555555,2.7555555555555555,-2.8222222222222224,3.8222222222222224,5.066666666666666,-1.7555555555555555,-7.177777777777778
2020-09-23 15:26:00,6.2444444444444445,3.4444444444444446,0.6666666666666666,4.955555555555556,-2.111111111111111,-5.4222222222222225,2.577777777777778,-2.7777777777777777,3.6666666666666665,5.2444444444444445,-1.8888888888888888,-7.288888888888889
2020-09-23 15:27:00,6.2,3.533333333333333,0.6444444444444445,5.0,-2.111111111111111,-5.488888888888889,2.4,-2.7333333333333334,3.533333333333333,5.466666666666667,-2.022222222222222,-7.377777777777778
2020-09-23 15:28:00,6.155555555555556,3.6666666666666665,0.6222222222222222,5.0,-2.088888888888889,-5.555555555555555,2.2444444444444445,-2.6666666666666665,3.4,5.688888888888889,-2.1555555555555554,-7.466666666666667
2020-09-23 15:29:00,6.066666666666666,3.7555555555555555,0.5777777777777777,5.0,-2.088888888888889,-5.6,2.066666666666667,-2.6222222222222222,3.311111111111111,5.866666666666666,-2.2888888888888888,-7.5777777777777775
2020-09-23 15:30:00,6.0,3.8222222222222224,0.5555555555555556,5.0,-2.1333333333333333,-5.666666666666667,1.9111111111111112,-2.6,3.2,6.044444444444444,-2.4,-7.733333333333333
2020-09-23 15:31:00,5.933333333333334,3.911111111111111,0.5111111111111111,5.044444444444444,-2.1555555555555554,-5.733333333333333,1.7333333333333334,-2.5555555555555554,3.066666666666667,6.222222222222222,-2.466666666666667,-7.866666666666666
2020-09-23 15:32:00,5.844444444444444,4.022222222222222,0.4444444444444444,5.088888888888889,-2.1777777777777776,-5.8,1.6,-2.533333333333333,2.888888888888889,6.377777777777778,-2.511111111111111,-7.977777777777778
2020-09-23 15:33:00,5.733333333333333,4.177777777777778,0.37777777777777777,5.088888888888889,-2.2,-5.888888888888889,1.488888888888889,-2.511111111111111,2.6666666666666665,6.488888888888889,-2.5555555555555554,-8.044444444444444
2020-09-23 15:34:00,5.644444444444445,4.311111111111111,0.3111111111111111,5.088888888888889,-2.2444444444444445,-5.977777777777778,1.3555555555555556,-2.511111111111111,2.4,6.622222222222222,-2.6444444444444444,-8.11111111111111
2020-09-23 15:35:00,5.533333333333333,4.4,0.26666666666666666,5.066666666666666,-2.311111111111111,-6.088888888888889,1.2222222222222223,-2.533333333333333,2.088888888888889,6.7555555555555555,-2.7555555555555555,-8.155555555555555
2020-09-23 15:36:00,5.4222222222222225,4.511111111111111,0.2,5.044444444444444,-2.4,-6.155555555555556,1.1111111111111112,-2.5555555555555554,1.7555555555555555,6.888888888888889,-2.888888888888889,-8.2
2020-09-23 15:37:00,5.266666666666667,4.644444444444445,0.17777777777777778,5.044444444444444,-2.466666666666667,-6.2,1.0444444444444445,-2.577777777777778,1.4666666666666666,7.022222222222222,-3.022222222222222,-8.266666666666667
2020-09-23 15:38:00,5.111111111111111,4.822222222222222,0.15555555555555556,5.022222222222222,-2.533333333333333,-6.266666666666667,0.9777777777777777,-2.6,1.2,7.133333333333334,-3.1555555555555554,-8.311111111111112
2020-09-23 15:39:00,4.955555555555556,5.0,0.17777777777777778,5.022222222222222,-2.6,-6.311111111111111,0.9111111111111111,-2.6222222222222222,0.9777777777777777,7.2,-3.2888888888888888,-8.333333333333334
2020-09-23 15:40:00,4.777777777777778,5.133333333333334,0.24444444444444444,5.022222222222222,-2.6222222222222222,-6.333333333333333,0.8222222222222222,-2.6444444444444444,0.7777777777777778,7.288888888888889,-3.422222222222222,-8.355555555555556
2020-09-23 15:41:00,4.622222222222222,5.288888888888889,0.28888888888888886,5.044444444444444,-2.6444444444444444,-6.4,0.7333333333333333,-2.6444444444444444,0.6222222222222222,7.333333333333333,-3.577777777777778,-8.4
2020-09-23 15:42:00,4.466666666666667,5.466666666666667,0.3333333333333333,5.066666666666666,-2.6666666666666665,-6.488888888888889,0.6666666666666666,-2.6,0.4666666666666667,7.377777777777778,-3.7333333333333334,-8.444444444444445
2020-09-23 15:43:00,4.311111111111111,5.622222222222222,0.35555555555555557,5.111111111111111,-2.688888888888889,-6.6,0.6,-2.5555555555555554,0.35555555555555557,7.4222222222222225,-3.8666666666666667,-8.488888888888889
2020-09-23 15:44:00,4.133333333333334,5.7555555555555555,0.3333333333333333,5.133333333333334,-2.7333333333333334,-6.711111111111111,0.5111111111111111,-2.488888888888889,0.26666666666666666,7.444444444444445,-3.9555555555555557,-8.533333333333333
2020-09-23 15:45:00,4.0,5.866666666666666,0.35555555555555557,5.177777777777778,-2.7777777777777777,-6.8,0.4222222222222222,-2.4444444444444446,0.17777777777777778,7.444444444444445,-4.0,-8.555555555555555
2020-09-23 15:46:00,3.888888888888889,6.0,0.37777777777777777,5.222222222222222,-2.8222222222222224,-6.888888888888889,0.3333333333333333,-2.3777777777777778,0.1111111111111111,7.466666666666667,-4.066666666666666,-8.577777777777778
2020-09-23 15:47:00,3.7777777777777777,6.111111111111111,0.37777777777777777,5.311111111111111,-2.8444444444444446,-6.977777777777778,0.26666666666666666,-2.311111111111111,0.022222222222222223,7.533333333333333,-4.177777777777778,-8.555555555555555
2020-09-23 15:48:00,3.6666666666666665,6.222222222222222,0.35555555555555557,5.4222222222222225,-2.888888888888889,-7.088888888888889,0.24444444444444444,-2.2,-0.06666666666666667,7.6,-4.288888888888889,-8.555555555555555
2020-09-23 15:49:00,3.533333333333333,6.311111111111111,0.28888888888888886,5.5777777777777775,-2.9555555555555557,-7.2444444444444445,0.2222222222222222,-2.111111111111111,-0.1111111111111111,7.666666666666667,-4.4,-8.533333333333333
2020-09-23 15:50:00,3.3777777777777778,6.377777777777778,0.26666666666666666,5.688888888888889,-3.0,-7.4222222222222225,0.2,-1.9777777777777779,-0.13333333333333333,7.711111111111111,-4.511111111111111,-8.533333333333333
2020-09-23 15:51:00,3.2222222222222223,6.466666666666667,0.26666666666666666,5.777777777777778,-3.066666666666667,-7.6,0.17777777777777778,-1.8,-0.15555555555555556,7.777777777777778,-4.622222222222222,-8.511111111111111
2020-09-23 15:52:00,3.0444444444444443,6.555555555555555,0.24444444444444444,5.866666666666666,-3.111111111111111,-7.733333333333333,0.15555555555555556,-1.6444444444444444,-0.17777777777777778,7.844444444444444,-4.711111111111111,-8.511111111111111
2020-09-23 15:53:00,2.8666666666666667,6.622222222222222,0.24444444444444444,5.933333333333334,-3.1555555555555554,-7.844444444444444,0.1111111111111111,-1.511111111111111,-0.17777777777777778,7.955555555555556,-4.777777777777778,-8.511111111111111
2020-09-23 15:54:00,2.6666666666666665,6.733333333333333,0.26666666666666666,5.977777777777778,-3.1555555555555554,-7.977777777777778,0.08888888888888889,-1.3555555555555556,-0.2,8.066666666666666,-4.866666666666666,-8.511111111111111
2020-09-23 15:55:00,2.466666666666667,6.866666666666666,0.26666666666666666,5.977777777777778,-3.1333333333333333,-8.066666666666666,0.06666666666666667,-1.2222222222222223,-0.24444444444444444,8.133333333333333,-4.911111111111111,-8.466666666666667
2020-09-23 15:56:00,2.2888888888888888,6.955555555555556,0.26666666666666666,5.955555555555556,-3.088888888888889,-8.155555555555555,0.044444444444444446,-1.1111111111111112,-0.28888888888888886,8.177777777777777,-4.933333333333334,-8.422222222222222
2020-09-23 15:57:00,2.1333333333333333,7.066666666666666,0.28888888888888886,5.933333333333334,-3.0444444444444443,-8.266666666666667,0.0,-1.0,-0.28888888888888886,8.2,-4.933333333333334,-8.377777777777778
2020-09-23 15:58:00,2.0,7.155555555555556,0.28888888888888886,5.911111111111111,-3.0,-8.355555555555556,-0.06666666666666667,-0.9111111111111111,-0.28888888888888886,8.266666666666667,-4.933333333333334,-8.333333333333334
2020-09-23 15:59:00,1.9111111111111112,7.2,0.3111111111111111,5.911111111111111,-2.9555555555555557,-8.422222222222222,-0.13333333333333333,-0.8444444444444444,-0.26666666666666666,8.333333333333334,-4.911111111111111,-8.28888888888889
2020-09-23 16:00:00,1.8222222222222222,7.222222222222222,0.3333333333333333,5.911111111111111,-2.888888888888889,-8.511111111111111,-0.2,-0.7777777777777778,-0.2222222222222222,8.377777777777778,-4.866666666666666,-8.244444444444444
2020-09-23 16:01:00,1.7555555555555555,7.2444444444444445,0.3333333333333333,5.911111111111111,-2.8,-8.555555555555555,-0.28888888888888886,-0.7333333333333333,-0.15555555555555556,8.444444444444445,-4.844444444444444,-8.222222222222221
2020-09-23 16:02:00,1.6666666666666667,7.266666666666667,0.28888888888888886,5.911111111111111,-2.7111111111111112,-8.577777777777778,-0.4222222222222222,-0.7111111111111111,-0.08888888888888889,8.511111111111111,-4.822222222222222,-8.177777777777777
2020-09-23 16:03:00,1.6,7.266666666666667,0.28888888888888886,5.866666666666666,-2.6222222222222222,-8.555555555555555,-0.5333333333333333,-0.6666666666666666,0.0,8.533333333333333,-4.8,-8.11111111111111
2020-09-23 16:04:00,1.5555555555555556,7.288888888888889,0.3111111111111111,5.822222222222222,-2.5555555555555554,-8.577777777777778,-0.6222222222222222,-0.6,0.06666666666666667,8.555555555555555,-4.733333333333333,-8.044444444444444
